Your Input	WormBase Gene ID	Public Name	Species	Biotype	Sequence Name	Other Name	Expr_pattern Tissue	Genomic Study Tissue	Gene Ontology Association
WBGene00007856	WBGene00007856	C31H5.5	Caenorhabditis elegans	protein_coding_gene	C31H5.5	CELE_C31H5.5	N.A.	ADEL, ADER, AFD, AIBL, AIBR, ALNL, ALNR, AVAL, AVAR, AVBL, AVBR, AVDL, AVDR, AVE, AVEL, AVER, AVHL, AVHR, AVK, AVKL, AVKR, AVL, B cell, CEPDL, CEPDR, CEPVL, CEPVR, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB1, DB2, DB3, DB4, DB5, DB6, DB7, dopaminergic neuron, DVA, DVC, F cell, I5 neuron, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, intestine, K cell, K' cell, muscle cell, neuron, OLL, OLLL, OLLR, OLQDL, OLQDR, OLQVL, OLQVR, PVD, rect_D, rect_VL, rect_VR, retrovesicular ganglion, RIA, RIAL, RIAR, RIBL, RIBR, RID, RIML, RIMR, RIVL, RIVR, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, RMED, RMEL, RMER, RMEV, SAB, sensory neuron, SIADL, SIADR, SIAVL, SIAVR, SIBDL, SIBDR, SIBVL, SIBVR, SMBDL, SMBDR, SMBVL, SMBVR, SMDDL, SMDDR, SMDVL, SMDVR, U cell, VA neuron, VC neuron, VC1, VC6, ventral nerve cord, Y cell	N.A.
WBGene00007857	WBGene00007857	C31H5.6	Caenorhabditis elegans	protein_coding_gene	C31H5.6	CELE_C31H5.6	N.A.	g1AL, g1AR, head mesodermal cell, intestine, OLL, PVD, RMED	"acyl-CoA metabolic process", "fatty acid metabolic process", "fatty acyl-CoA hydrolase activity", "hydrolase activity", "thiolester hydrolase activity"
WBGene00007858	WBGene00007858	C31H5.7	Caenorhabditis elegans	protein_coding_gene	C31H5.7	CELE_C31H5.7	N.A.	ABplpppaaa, ABprpppaaa, dopaminergic neuron, gon_male_dtc anterior, gon_male_dtc posterior, I5 neuron, intestine, male, somatic gonad precursor, URADL, URAVL, URAVR, URBL, Z1, Z1.p, Z4, Z4.a	N.A.
WBGene00007859	WBGene00007859	mrps-31	Caenorhabditis elegans	protein_coding_gene	C32A3.2	CELE_C32A3.2	N.A.	body wall muscle cell	"mitochondrial small ribosomal subunit", "mitochondrion", "ribonucleoprotein complex", "ribosome", "structural constituent of ribosome"
WBGene00007860	WBGene00007860	rilp-1	Caenorhabditis elegans	protein_coding_gene	C32A3.3	CELE_C32A3.3	N.A.	AFD, anterior arcade cell, arcade cell, AVF, AVFL, AVK, CEPshDL, CEPshDR, CEPshVL, CEPshVR, DA neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DD1, DD2, DD3, DD4, DD5, DD6, germ line, germline precursor cell, I6 neuron, neuron, NSM, OLL, oocyte, pharyngeal-intestinal valve, pm8, PVC, PVD, RIAL, RIAR, sensory neuron, SMBDL, SMBDR, SMBVL, SMBVR, VA neuron, VA12, VB1, VB10, VB11, VB2, VB3, VB4, VB5, VB6, VB7, VB8, VB9, VC1, VC2, VC3, VC4, VC5, VC6, VD neuron, VD1, VD10, VD11, VD12, VD13, VD2, VD3, VD4, VD5, VD6, VD7, VD8, VD9	"ciliary basal body", "cilium assembly", "cytoplasm", "dynein light intermediate chain binding", "membrane", "protein dimerization activity", "protein transport", "small GTPase binding"
WBGene00007861	WBGene00007861	C32A9.1	Caenorhabditis elegans	protein_coding_gene	C32A9.1	CELE_C32A9.1	N.A.	AFD, amphid sheath cell, BAGL, BAGR, muscle cell, neuron	"membrane"
WBGene00007862	WBGene00007862	kvs-2	Caenorhabditis elegans	protein_coding_gene	C32C4.1	CELE_C32C4.1	N.A.	ABalaapppa, ABalapaaaa, ABalapaapa, ABalappapa, ABalapppaa, ABalppappa, ABalpppapa, ABalpppppa, ABalpppppp, ABalppppppa, ABalppppppp, ABarappppa, ABpraaaapa, ABpraaappa, ABpraaappp, ABpraaapppa, ABpraaapppp, ADE, ADE sheath cell, ADE socket cell, ADF, ADL, AFD, AIB, AIBL, AIZL, amphid sheath cell, amphid socket cell, AQR, ASE, ASER, ASG, ASH, ASI, ASJ, ASK, AVE, AVJL, AWA, AWB, AWBL, AWC, AWC-OFF, AWC-ON, AWCL, BAG, BAGL, BAGR, CANL, CANR, CEP, CEP socket cell, cephalic sheath cell, DA9, DB3, DB4, DB5, DB6, DB7, FLP, head mesodermal cell, hyp4, hyp5, hyp6, I5 neuron, IL sheath cell, IL socket cell, IL1 neuron, IL2 neuron, lumbar ganglion, M1 neuron, M4 neuron, M5 neuron, neuron, OL sheath cell, OL socket cell, OLL, OLQ, PDE, PDE sheath cell, PDE socket cell, PHA, phasmid sheath cell, phasmid socket cell, PHB, PQR, PVPL, PVR, RIBL, RIH, RIML, RIPL, RIR, RIS, RIVL, RMDL, RMDR, SAADL, SAAVL, sensory neuron, SIBDL, SMBDL, SMBDR, SMBVL, SMBVR, SMD, SMDDL, SMDDR, SMDVL, SMDVR, VA11, VA12, VB10, VB11, VB4, VB5, VB6, VB7, VB8, VB9, ventral nerve cord, Z1, Z4	"action potential", "membrane", "monoatomic ion channel activity", "monoatomic ion channel complex", "monoatomic ion transmembrane transport", "monoatomic ion transport", "potassium channel activity", "potassium channel regulator activity", "potassium ion transmembrane transport", "potassium ion transport", "protein homooligomerization", "transmembrane transport", "voltage-gated potassium channel activity", "voltage-gated potassium channel complex"
WBGene00007863	WBGene00007863	mdss-1	Caenorhabditis elegans	protein_coding_gene	C32C4.3	CELE_C32C4.3	N.A.	ABalaapppa, ABalaapppp, ABalapaaaa, ABalapaapa, ABalapaapp, ABalapapap, ABalappapa, ABalapppaa, ABalapppap, ABalappppa, ABalppappa, ABalppappp, ABalpppapa, ABalpppppa, ABalpppppp, ABalppppppa, ABalppppppp, ABarappppa, ABarappppp, ABplpaaapp, ABpraaaapa, ABpraaappa, ABpraaappp, ABpraaapppa, ABpraaapppp, ABprpaaapp, ADE, ADE sheath cell, ADE socket cell, amphid sheath cell, amphid socket cell, AQR, ASEL, ASER, BAG, CANL, CANR, CEP, CEP socket cell, cephalic sheath cell, FLP, germ line, hyp4, hyp5, hyp6, hypodermis, IL sheath cell, IL socket cell, IL1 neuron, IL2 neuron, male, OL sheath cell, OL socket cell, OLL, OLQ, PDE, PDE sheath cell, PDE socket cell, PHA, phasmid sheath cell, phasmid socket cell, PHB, PQR, PVR	"membrane"
WBGene00007864	WBGene00007864	irg-6	Caenorhabditis elegans	protein_coding_gene	C32H11.1	CELE_C32H11.1	N.A.	intestine	"response to gamma radiation"
WBGene00007865	WBGene00007865	srz-15	Caenorhabditis elegans	protein_coding_gene	C32H11.2	CELE_C32H11.2	N.A.	N.A.	"membrane"
WBGene00007866	WBGene00007866	C32H11.3	Caenorhabditis elegans	protein_coding_gene	C32H11.3	CELE_C32H11.3	N.A.	CEPshDL, CEPshDR, CEPshVL, CEPshVR, rect_D, rectal gland cell	"innate immune response"
WBGene00007867	WBGene00007867	C32H11.4	Caenorhabditis elegans	protein_coding_gene	C32H11.4	CELE_C32H11.4	N.A.	GLR, head mesodermal cell, intestinal cell, intestine, OLL, PVD	"innate immune response"
WBGene00007868	WBGene00007868	srlf-4	Caenorhabditis elegans	protein_coding_gene	C32H11.5	C32H11.5, CELE_C32H11.5	N.A.	ALM, ALML, ALMR, anchor cell, g1AL, g1AR, g1P, g2L, g2R, GABAergic neuron, Pharyngeal gland cell, pharynx, PLM, PLML, PLMR	"protein binding"
WBGene00007869	WBGene00007869	srlf-5	Caenorhabditis elegans	protein_coding_gene	C32H11.6	C32H11.6, CELE_C32H11.6	N.A.	AVL, DVB, g2L, g2R, hypodermis, RMED, RMEL, RMEV	N.A.
WBGene00007870	WBGene00007870	C32H11.7	Caenorhabditis elegans	pseudogene	C32H11.7	CELE_C32H11.7	N.A.	ABplpaaaap, ABplpaapap, ABprpaaaap, ABprpaapap, AFD, germ line, head mesodermal cell	N.A.
WBGene00007871	WBGene00007871	srlf-6	Caenorhabditis elegans	protein_coding_gene	C32H11.8	C32H11.8, CELE_C32H11.8	N.A.	N.A.	N.A.
WBGene00007872	WBGene00007872	cld-1	Caenorhabditis elegans	protein_coding_gene	C32H11.9	CELE_C32H11.9	N.A.	intestine	N.A.
WBGene00007873	WBGene00007873	dod-21	Caenorhabditis elegans	protein_coding_gene	C32H11.10	CELE_C32H11.10	N.A.	FLP, intestine	N.A.
WBGene00007874	WBGene00007874	C32H11.11	Caenorhabditis elegans	protein_coding_gene	C32H11.11	CELE_C32H11.11	N.A.	g2L, Pharyngeal gland cell	N.A.
WBGene00007875	WBGene00007875	dod-24	Caenorhabditis elegans	protein_coding_gene	C32H11.12	CELE_C32H11.12	N.A.	DA neuron, g1AL, g1AR, g1P, g2L, g2R, germ line, head mesodermal cell, intestinal cell, intestine, OLL, PHCL, PVD, PVM, VA neuron	"defense response to Gram-negative bacterium", "innate immune response", "molecular_function"
WBGene00007876	WBGene00007876	dct-19	Caenorhabditis elegans	protein_coding_gene	C32H11.13	CELE_C32H11.13	N.A.	AVL, DVB, RMED, RMEL, RMEV	"innate immune response"
WBGene00007877	WBGene00007877	nfki-1	Caenorhabditis elegans	protein_coding_gene	C33A11.1	nbid-1, CELE_C33A11.1	Cell, head neuron, nervous system, RMGL, RMGR, tail neuron	AFD, AINL, AINR, ALM, ALML, ALMR, anchor cell, ASER, AVK, BDUL, BDUR, dopaminergic neuron, head mesodermal cell, hypodermis, marginal cell, mc1DL, mc1DR, mc1V, mc2DL, mc2DR, mc2V, mc3, MSaapapa, MSpapapa, neuron, OLL, PLM, PLML, PLMR, pm6, pm7, PVD, RIC, RIG, RIR, RIS, RMG, sensory neuron, URB, ventral nerve cord	"positive regulation of cell differentiation", "regulation of DNA-templated transcription", "regulation of transcription by RNA polymerase II", "transcription factor binding"
WBGene00007878	WBGene00007878	C33A11.2	Caenorhabditis elegans	protein_coding_gene	C33A11.2	CELE_C33A11.2	body wall musculature, CANL, CANR, coelomocyte, distal tip cell, excretory cell, head, head neuron, intestine, marginal cell, pharyngeal muscle cell, tail, tail neuron, uterus	ABalpapaap, ABarappaap, ABarpaaa, ABplaapaaa, ABplaapaap, ABplpaapap, ABplppppap, ABpraapaaa, ABpraapaap, ABprpaapap, ABprppppap, ASER, AVK, body wall musculature, germ line, gon_male_dtc anterior, gon_male_dtc posterior, oocyte, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a	"endomembrane system", "membrane"
WBGene00007880	WBGene00007880	ndua-5	Caenorhabditis elegans	protein_coding_gene	C33A12.1	CELE_C33A12.1	anal depressor muscle, excretory cell, head neuron, hypodermis, intestine, nerve ring, nervous system, pharynx	body wall musculature, dopaminergic neuron, dorsal nerve cord, germ line, hypodermis, intestine, lateral nerve cord, male-specific anatomical entity, nerve ring, OLL, pharynx, PLM, PVD, somatic neuron, tail neuron, ventral nerve cord, vulval muscle	"membrane", "mitochondrial electron transport, NADH to ubiquinone", "mitochondrial inner membrane", "mitochondrion", "respiratory chain complex I", "respiratory electron transport chain"
WBGene00007881	WBGene00007881	nlp-35	Caenorhabditis elegans	protein_coding_gene	C33A12.2	CELE_C33A12.2	N.A.	ADFL, ADFR, AIA, AIAL, AIAR, AIM, AIML, AIN, AINL, AINR, ASER, AVF, AVFL, AVG, AWC-OFF, CANL, CANR, DD1, GABAergic neuron, GLR, GLRDL, GLRL, GLRVL, lumbar ganglion, M2 neuron, m2L, m2R, neuron, RIF, RIH, RIR, RIS, RIVL, RIVR, RMED, RMEL, RMER, RMEV, SDQ, SDQL, sensory neuron, SMB, URA, URADL, URAVL, URAVR, URB, URBL	"neuropeptide signaling pathway"
WBGene00007882	WBGene00007882	C33A12.3	Caenorhabditis elegans	protein_coding_gene	C33A12.3	CELE_C33A12.3	Cell, intestine, pharynx	ABalaappppa, ABalapaappa, ABalapapapa, ABalapappaa, ABalapppapa, ABalappppaa, ABalppapppa, ABarapppppa, ABplapppapp, ABplpaaappa, ABprapppapp, ABprpaaappa, ASER, ASKL, ASKR, CEPDL, CEPDR, CEPsoVL, CEPVL, CEPVR, germ line, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, intestine, neuron, OLL, OLQDL, OLQDR, OLQVL, OLQVR, PVD, sensory neuron, somatic gonad precursor, VB1	N.A.
WBGene00007883	WBGene00007883	C33A12.4	Caenorhabditis elegans	protein_coding_gene	C33A12.4	CELE_C33A12.4	ADFL, ADFR, ADLL, ADLR, ASEL, ASER, ASHL, ASHR, ASIL, ASIR, ASJL, ASJR, ASKL, ASKR, AVJL, AVJR, AWAL, AWAR, AWBL, AWBR, inner labial neuron, OLLL, OLLR, OLQDL, OLQDR, OLQVL, OLQVR, PHAL, PHAR, PHBL, PHBR	ABalaappppa, ABalapaappa, ABalapapapa, ABalapappaa, ABalapppapa, ABalappppaa, ABalppapppa, ABarapppppa, ABplaapappp, ABplapppapp, ABplpaaappa, ABpraapappp, ABprapppapp, ABprpaaappa, ADEL, ADER, ADF, ADFL, ADFR, ADL, ADLL, ADLR, AFD, AQR, ASEL, ASER, ASG, ASGL, ASGR, ASH, ASHL, ASHR, ASI, ASIL, ASIR, ASJ, ASJL, ASJR, ASK, ASKL, ASKR, AVKL, AWBL, AWBR, AWC-OFF, CEM, CEPDL, CEPDR, CEPVL, CEPVR, DA neuron, dopaminergic neuron, HOB, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, IL2 neuron, IL2DL, IL2DR, IL2L, IL2R, IL2VL, IL2VR, male, neuron, OLL, OLLL, OLLR, OLQDL, OLQDR, OLQVL, OLQVR, PDE, PDEL, PHA, PHAL, PHB, PHBL, PQR, PVD, ray neuron type B, sensory neuron, URADL, URADR, VA neuron	N.A.
WBGene00007884	WBGene00007884	C33A12.5	Caenorhabditis elegans	transposable_element_gene	C33A12.5	N.A.	N.A.	N.A.	N.A.
WBGene00007885	WBGene00007885	ugt-21	Caenorhabditis elegans	protein_coding_gene	C33A12.6	CELE_C33A12.6	N.A.	ALNL, ALNR, anterior hypodermis, hyp2, hypodermis, intestine	"glucuronosyltransferase activity", "glycosyltransferase activity", "membrane", "transferase activity", "UDP-glycosyltransferase activity"
WBGene00007886	WBGene00007886	ethe-1	Caenorhabditis elegans	protein_coding_gene	C33A12.7	CELE_C33A12.7	N.A.	ABalaappppa, ABalapaappa, ABalapappaa, ABalappppaa, ABalppapppa, ABalppppapa, ABalppppppa, ABarapppppa, ABpraaapapa, ABpraaapppa, ADE sheath cell, ADE socket cell, ADFL, ADFR, amphid sheath cell, amphid socket cell, ASGL, ASGR, AWAL, AWAR, AWB, AWBL, AWBR, CEP socket cell, cephalic sheath cell, coelomocyte, IL sheath cell, IL socket cell, intestine, K cell, K' cell, marginal cell, mc2DL, mc2DR, mc2V, OL sheath cell, OL socket cell, PDE sheath cell, PDE socket cell, phasmid sheath cell, phasmid socket cell, somatic gonad precursor	"glutathione metabolic process", "hydrogen sulfide metabolic process", "metal ion binding", "mitochondrion", "sulfur dioxygenase activity"
WBGene00007887	WBGene00007887	gadr-2	Caenorhabditis elegans	protein_coding_gene	C33A12.12	CELE_C33A12.12	N.A.	AVEL, AVER, germ line, MC neuron, MCL, MCR, MSpaaapa, oocyte	"Cul2-RING ubiquitin ligase complex"
WBGene00007888	WBGene00007888	ttr-9	Caenorhabditis elegans	protein_coding_gene	C33A12.15	CELE_C33A12.15	N.A.	ABalpapppa, ABarapappa, male, MSaaaaapa	"cell surface", "extracellular region"
WBGene00007889	WBGene00007889	C33A12.16	Caenorhabditis elegans	pseudogene	C33A12.16	CELE_C33A12.16	N.A.	N.A.	N.A.
WBGene00007890	WBGene00007890	C33A12.19	Caenorhabditis elegans	protein_coding_gene	C33A12.19	CELE_C33A12.19	N.A.	dopaminergic neuron, germ line, hyp12, hypodermis, PHshL, somatic gonad precursor, Z1, Z4	"neuropeptide signaling pathway"
WBGene00007891	WBGene00007891	C33B4.2	Caenorhabditis elegans	protein_coding_gene	C33B4.2	CELE_C33B4.2	N.A.	AFD, germline precursor cell, hypodermis, SMDDL, SMDDR, SMDVL, SMDVR, tail hypodermis	N.A.
WBGene00007892	WBGene00007892	C33B4.4	Caenorhabditis elegans	protein_coding_gene	C33B4.4	CELE_C33B4.4	N.A.	ADF, ADFL, ADL, AFD, AFDL, AQR, ASEL, ASER, ASG, ASGL, AWA, AWAL, AWC-OFF, AWC-ON, AWCL, germ line, IL1 neuron, IL1DL, IL1DR, IL1L, IL1VL, IL2DL, IL2DR, IL2L, IL2R, IL2VL, M2 neuron, m2L, muscle cell, neuron, oocyte, PHB, PQR, RIPL, RIR, sensory neuron, somatic gonad precursor, URADL, URAVL, URAVR, URBL, URX, URXL, URYDL, ventral nerve cord	N.A.
WBGene00007893	WBGene00007893	C33B4.5	Caenorhabditis elegans	protein_coding_gene	C33B4.5	CELE_C33B4.5	N.A.	neuron, sensory neuron	N.A.
WBGene00007894	WBGene00007894	C33D3.3	Caenorhabditis elegans	protein_coding_gene	C33D3.3	CELE_C33D3.3	N.A.	AFD, ASER, DA neuron, I5 neuron, muscle cell, OLL, PLM, PVD, retrovesicular ganglion, SAB, VA neuron	N.A.
WBGene00007895	WBGene00007895	C33D3.4	Caenorhabditis elegans	protein_coding_gene	C33D3.4	CELE_C33D3.4	N.A.	ASER	N.A.
WBGene00007896	WBGene00007896	C33D3.5	Caenorhabditis elegans	protein_coding_gene	C33D3.5	CELE_C33D3.5	N.A.	AFD, ASER, AWCL, body wall musculature, neuron	N.A.
WBGene00007897	WBGene00007897	clec-182	Caenorhabditis elegans	protein_coding_gene	C33D9.2	CELE_C33D9.2	N.A.	neuron	N.A.
WBGene00007898	WBGene00007898	C33D9.3	Caenorhabditis elegans	protein_coding_gene	C33D9.3	CELE_C33D9.3	N.A.	AFD, AINL, AINR, intestine, muscle cell, neuron, PLM, sensory neuron, somatic gonad precursor	N.A.
WBGene00007899	WBGene00007899	C33D9.5	Caenorhabditis elegans	pseudogene	C33D9.5	CELE_C33D9.5	N.A.	AVA, body wall muscle cell, neuron, OLL, PVD, sensory neuron, somatic gonad precursor	N.A.
WBGene00007900	WBGene00007900	C33D9.6	Caenorhabditis elegans	protein_coding_gene	C33D9.6	CELE_C33D9.6	hypodermis, muscle cell, ventral cord neuron	ADE sheath cell, ADE socket cell, amphid sheath cell, amphid socket cell, CEP socket cell, cephalic sheath cell, dopaminergic neuron, IL sheath cell, IL socket cell, neuron, OL sheath cell, OL socket cell, PDE sheath cell, PDE socket cell, phasmid sheath cell, phasmid socket cell, Q cell, sensory neuron	N.A.
WBGene00007901	WBGene00007901	C33D9.8	Caenorhabditis elegans	protein_coding_gene	C33D9.8	CELE_C33D9.8	N.A.	AFD, AVA, body wall muscle cell, body wall musculature, intestinal muscle, MSapaaap, MSapapap, MSapappp, MSappapp, MSppaaap, MSppapap, MSppappp, MSpppapp, pharynx, rectal muscle, sensory neuron	N.A.
WBGene00007902	WBGene00007902	C33D9.9	Caenorhabditis elegans	pseudogene	C33D9.9	CELE_C33D9.9	N.A.	coelomocyte, somatic gonad precursor	N.A.
WBGene00007903	WBGene00007903	lgc-21	Caenorhabditis elegans	protein_coding_gene	C33G3.3	CELE_C33G3.3	N.A.	amphid sheath cell, AMsoL, anchor cell, anterior arcade cell, anterior hypodermis, arcade cell, B cell, CEPsoDL, CEPsoVL, DA neuron, dorsal uterine cell, excretory duct cell, excretory pore, F cell, FLPL, germline precursor cell, hyp1, hyp10, hyp11, hyp12, hyp2, hyp3, hyp4, hyp5, hyp6, hyp8, hypodermis, ILshDL, ILsoDL, ILsoL, ILsoVL, intestine, K cell, K' cell, OLLshL, OLLsoL, OLQshDL, OLQsoDL, OLQsoVL, PDEshL, PDEsoL, phasmid sheath cell, PHshL, PHso1L, posterior arcade cell, rectal epithelial cell, RMDDL, seam cell, tail hypodermis, U cell, ut4, VA neuron, vulA, vulB1, vulC, vulD, vulF, Y cell	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity"
WBGene00007904	WBGene00007904	C33G3.4	Caenorhabditis elegans	protein_coding_gene	C33G3.4	CELE_C33G3.4	N.A.	ABarpaaa, Caapa, FLPL, hypodermis, intestine, oocyte, pharyngeal muscle cell	"beta-mannosidase activity", "carbohydrate metabolic process", "glycoprotein catabolic process", "hydrolase activity", "hydrolase activity, acting on glycosyl bonds", "hydrolase activity, hydrolyzing O-glycosyl compounds", "lysosome"
WBGene00007905	WBGene00007905	C33G3.5	Caenorhabditis elegans	protein_coding_gene	C33G3.5	CELE_C33G3.5	N.A.	germ line, male, male-specific anatomical entity	N.A.
WBGene00007906	WBGene00007906	C33G3.6	Caenorhabditis elegans	protein_coding_gene	C33G3.6	CELE_C33G3.6	N.A.	anchor cell, AVA, CEPshDL, CEPshDR, CEPshVL, CEPshVR, coelomocyte, GABAergic neuron, head mesodermal cell, oocyte, PLM, Q cell, sensory neuron	"kinase activity", "protein serine/threonine kinase activity"
WBGene00007907	WBGene00007907	C34B4.2	Caenorhabditis elegans	protein_coding_gene	C34B4.2	CELE_C34B4.2	N.A.	B cell, germ line, head mesodermal cell, oocyte, sensory neuron	"anatomical structure morphogenesis", "cell differentiation", "DNA binding", "DNA-binding transcription factor activity", "DNA-binding transcription factor activity, RNA polymerase II-specific", "nucleus", "regulation of DNA-templated transcription", "regulation of transcription by RNA polymerase II", "RNA polymerase II cis-regulatory region sequence-specific DNA binding", "sequence-specific DNA binding"
WBGene00007908	WBGene00007908	C34B4.3	Caenorhabditis elegans	protein_coding_gene	C34B4.3	CELE_C34B4.3	N.A.	AFD, AIM, AIML, AIN, AINL, AINR, ALA, AMsoL, AMsoR, ASER, AUA, AUAL, AVF, AVFL, excretory system, g1AL, g1AR, g1P, GLR, GLRDL, GLRL, GLRVL, head mesodermal cell, I1L, I1R, I3 neuron, I4 neuron, I5 neuron, I6 neuron, IL2DL, IL2DR, IL2VL, IL2VR, intestine, LUAL, M1 neuron, M2 neuron, m2L, m3L, M4 neuron, M5 neuron, MI neuron, neuron, NSM, PHso1L, PVN, RIR, RMDDL, RMGL, RMHL, sensory neuron, spermatheca, URA, uv1	"G protein-coupled receptor activity", "G protein-coupled receptor signaling pathway", "membrane", "neuropeptide receptor activity", "neuropeptide signaling pathway", "plasma membrane", "signal transduction"
WBGene00007909	WBGene00007909	C34B4.4	Caenorhabditis elegans	protein_coding_gene	C34B4.4	CELE_C34B4.4	N.A.	AFD, head mesodermal cell, PHB, sensory neuron	N.A.
WBGene00007910	WBGene00007910	C34B4.5	Caenorhabditis elegans	protein_coding_gene	C34B4.5	CELE_C34B4.5	N.A.	ADL, ADLL, ADLR, germ line, neuron, PHAL, PHB, PHBL	"membrane"
WBGene00007911	WBGene00007911	C34B7.1	Caenorhabditis elegans	protein_coding_gene	C34B7.1	CELE_C34B7.1	N.A.	ABplpapppa, arcade cell, dopaminergic neuron, intestinal cell, intestine, oocyte, pharyngeal-intestinal valve, pharyngeal-intestinal valve cell, somatic gonad precursor, Z1, Z4	N.A.
WBGene00007912	WBGene00007912	figo-1	Caenorhabditis elegans	protein_coding_gene	C34B7.2	CELE_C34B7.2	body wall musculature, GABAergic neuron, head neuron, intestine, tail neuron	body wall muscle cell, germ line, germline precursor cell, intestine, MSpaaapa, OLL, PVD, somatic gonad precursor	"endomembrane system", "intracellular membrane-bounded organelle", "membrane", "phosphatase activity", "phosphatidylinositol dephosphorylation", "phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity", "phosphatidylinositol-3-phosphate biosynthetic process"
